id,answer_label,correct_answer,numeric_answer,unit,explanation,answer_rationale,python_verifier,legal_references,source_url
Q029,A,"$29,046.00",29046.0,AUD,"Total fringe benefits taxable amount = type 1 grossed-up (48,053) + type 2 grossed-up (13,747) = 61,800 → Multiply by the FBT rate of 47% → 61,800 x 0.47 = 29,046","{""$29,046.00"": ""Correct answer"", ""$61,800.00"": ""Reported the fringe benefits taxable amount without applying the FBT rate"", ""$27,810.00"": ""Used a 45% rate instead of the 47% FBT rate"", ""$60,421.49"": ""Grossed up a second time by 2.0802 before applying the FBT rate""}","{""formula"": ""fringe_benefits_taxable_amount * fbt_rate"", ""params"": {""fringe_benefits_taxable_amount"": 61800, ""fbt_rate"": 0.47, ""type1_rate"": 2.0802}, ""expected"": 29046.0}","[""FBTAA 1986 s 66"", ""FBTAA 1986 s 5B""]",https://www.ato.gov.au/businesses-and-organisations/hiring-and-paying-your-workers/fringe-benefits-tax/calculating-your-fbt
Q030,C,$0,0.0,AUD,"The sale of existing residential premises is an input-taxed sale → On an input-taxed sale the seller is not liable for GST and does not charge GST → The 1/11 GST calculation does NOT apply, so GST payable = $0","{""$66,000"": ""Applied 10% GST to the sale price, ignoring that residential premises are input-taxed"", ""$60,000"": ""Wrongly applied the 1/11 GST fraction to the GST-inclusive price as if it were a taxable sale"", ""$0"": ""Correct answer"", ""$600,000"": ""Reported the GST-exclusive price instead of recognising there is no GST at all""}","{""formula"": ""0 * sale_price"", ""params"": {""sale_price"": 660000, ""gst_fraction"": 0.09090909090909091, ""gst_rate"": 0.1}, ""expected"": 0.0}","[""GST Act 1999 s 40-65"", ""GST Act 1999 s 9-30(2)""]",https://www.ato.gov.au/businesses-and-organisations/gst-excise-and-indirect-taxes/gst/when-to-charge-gst-and-when-not-to/input-taxed-sales/residential-premises
Q031,D,"$17,500",17500.0,AUD,"2018-19 concessional contributions cap = $25,000 (cap kept fixed from the base example) → Concessional contributions made = $7,500 super guarantee → Unused cap accumulated = 25,000 - 7,500 = $17,500","{""$32,500"": ""Added the contributions to the cap instead of subtracting them"", ""$25,000"": ""Forgot to subtract the $7,500 already contributed"", ""$20,000"": ""Used a later year's $27,500 cap instead of the 2018-19 cap of $25,000"", ""$17,500"": ""Correct answer""}","{""formula"": ""annual_cap_1819 - contributions_1819"", ""params"": {""annual_cap_1819"": 25000, ""contributions_1819"": 7500, ""annual_cap_2122"": 27500}, ""expected"": 17500.0}","[""ITAA 1997 s 291-20""]",https://www.ato.gov.au/individuals-and-families/super-for-individuals-and-families/super/growing-and-keeping-track-of-your-super/caps-limits-and-tax-on-super-contributions/concessional-contributions-cap
Q032,B,$990.00,990.0,AUD,"Gross taxable value of the expense payment fringe benefit = amount paid = 1,800 → Otherwise deductible amount = 1,800 x 45% = 810 → Taxable value = 1,800 - 810 = 990 → FBT rate for the year is 47% and loan/expense benefits with no GST credit gross up at the Type 2 rate of 1.8868, but the taxable value itself is 990 before grossing up","{""$271.69"": ""Grossed up the deductible reduction by the Type 2 factor before subtracting"", ""$990.00"": ""Correct answer"", ""$1,800.00"": ""Used the full bill as the taxable value, ignoring the otherwise deductible rule"", ""$810.00"": ""Reported the deductible (otherwise deductible) portion as the taxable value instead of the private portion""}","{""formula"": ""bill - bill * deductible_pct"", ""params"": {""bill"": 1800, ""deductible_pct"": 0.45}, ""expected"": 990.0}","[""FBTAA 1986 s 23"", ""FBTAA 1986 s 24""]",https://www.ato.gov.au/forms-and-instructions/fringe-benefits-tax-return-2026-instructions/item-23-fringe-benefit-categories-for-fbt-return-2026
Q033,C,"$132,500",132500.0,AUD,"Capital proceeds = 880,000 → Cost base = 615,000 (purchase price + acquisition costs + disposal costs) → Capital gain = 880,000 - 615,000 = 265,000 → Apply 50% CGT discount (held more than 12 months, Australian resident): 265,000 x 0.5 = 132,500","{""$66,250"": ""Applied the 50% discount twice"", ""$440,000"": ""Applied the discount to the sale proceeds instead of the gain"", ""$132,500"": ""Correct answer"", ""$265,000"": ""Reported the gross capital gain without applying the 50% CGT discount""}","{""formula"": ""(proceeds - cost_base) * discount_rate"", ""params"": {""proceeds"": 880000, ""cost_base"": 615000, ""discount_rate"": 0.5}, ""expected"": 132500.0}","[""ITAA 1997 s 104-10"", ""ITAA 1997 s 110-25"", ""ITAA 1997 s 115-100""]",https://www.ato.gov.au/individuals-and-families/investments-and-assets/capital-gains-tax/calculating-your-cgt/how-to-calculate-your-cgt
Q034,D,"$5,400",5400.0,AUD,"Statutory formula method: taxable value = (A x B x C / D) - E → A = base value = 45,000; B = statutory rate = 20% (flat 20% applies from 1 April 2014 where there is no pre-existing commitment); C = days available for private use = 219; D = days in FBT year = 365; E = employee contribution = 0 → (45,000 x 0.20 x 219) / 365 = 5,400 (rounded to nearest dollar)","{""$9,000"": ""Forgot to apportion by the days the car was available (used the full-year value)"", ""$15,000"": ""Inverted the days fraction (multiplied by 365/219 instead of 219/365)"", ""$7,020"": ""Used the 26% pre-existing-commitment rate (under 15,000 km) instead of the flat 20% statutory rate"", ""$5,400"": ""Correct answer""}","{""formula"": ""base_value * statutory_rate * days_available / days_in_year"", ""params"": {""base_value"": 45000, ""statutory_rate"": 0.2, ""days_available"": 219, ""days_in_year"": 365, ""employee_contribution"": 0}, ""expected"": 5400.0}","[""FBTAA 1986 s 9"", ""FBTAA 1986 s 162C""]",https://www.ato.gov.au/forms-and-instructions/fringe-benefits-tax-return-2017-completing-your-return/fringe-benefit-categories/a-cars-using-the-statutory-formula
Q035,B,"$250,714.29",250714.29,AUD,"Non-main-residence days = 3,000 (Noor) + 900 (Lakshmi) = 3,900 → Total days = 3,900 + 4,500 (Idris, main residence) = 8,400 → Taxable proportion = 540,000 x (3,900 / 8,400) = 250,714 (rounded to nearest dollar) → The 50% discount may then be applied separately as the combined ownership exceeded 12 months","{""$468,000.00"": ""Divided by main-residence days only instead of total ownership days"", ""$250,714.29"": ""Correct answer"", ""$289,285.71"": ""Used main-residence days in the numerator instead of non-main-residence days"", ""$125,357.14"": ""Applied the 50% discount, but the question asks for the taxable proportion before the discount""}","{""formula"": ""total_gain * non_main_days / total_days"", ""params"": {""total_gain"": 540000, ""non_main_days"": 3900, ""total_days"": 8400, ""discount_rate"": 0.5}, ""expected"": 250714.29}","[""ITAA 1997 s 118-195"", ""ITAA 1997 s 118-185"", ""ITAA 1997 s 128-15""]",https://www.ato.gov.au/individuals-and-families/investments-and-assets/capital-gains-tax/inherited-assets-and-capital-gains-tax/calculating-a-partial-exemption-for-inherited-property
Q036,D,"$11,167.00",11167.0,AUD,"The $1,500 disaster relief payment is exempt income and Priya's age (67) does not change these rates, so both are ignored → Income tax (2023-24 bracket $45,001-$120,000) = 5,092 + (60,000 − 45,000) × 0.325 = 5,092 + 4,875 = 9,967 → Medicare levy = 60,000 × 0.02 = 1,200 → Income tax payable incl Medicare levy = 9,967 + 1,200 = 11,167","{""$20,700.00"": ""Applied 32.5% to the whole income instead of only the amount over $45,000 (and dropped the base amount)"", ""$11,684.50"": ""Wrongly added the $1,500 exempt disaster relief payment to taxable income"", ""$9,967.00"": ""Forgot to add the 2% Medicare levy"", ""$11,167.00"": ""Correct answer""}","{""formula"": ""base + (taxable_income - threshold) * marginal_rate + taxable_income * medicare_rate"", ""params"": {""taxable_income"": 60000, ""base"": 5092, ""threshold"": 45000, ""marginal_rate"": 0.325, ""medicare_rate"": 0.02, ""disaster_relief"": 1500, ""age"": 67}, ""expected"": 11167.0}","[""ITAA 1997 s 4-10"", ""Income Tax Rates Act 1986 Sch 7"", ""Medicare Levy Act 1986 s 6"", ""ITAA 1997 s 6-20""]",https://www.ato.gov.au/tax-rates-and-codes/tax-rates-australian-residents
Q037,B,"$7,000",7000.0,AUD,"Apportioned purchase price of the 1,000 sqm lot = 1,000 / 2,500 x 275,000 = 110,000 → Margin = sale price - apportioned purchase price = 187,000 - 110,000 = 77,000 → GST = one eleventh of the margin = 77,000 / 11 = 7,000","{""$17,000"": ""Applied 1/11 to the full sale price instead of the margin"", ""$7,000"": ""Correct answer"", ""-$8,000"": ""Subtracted the whole block's $275,000 cost instead of the apportioned $110,000 for the lot sold"", ""$7,700"": ""Took 10% of the GST-inclusive margin instead of 1/11""}","{""formula"": ""(sale_price - apportioned_cost) / 11"", ""params"": {""sale_price"": 187000, ""apportioned_cost"": 110000, ""total_block_cost"": 275000}, ""expected"": 7000.0}","[""GST Act s 75-10"", ""GST Act s 75-15""]",https://www.ato.gov.au/businesses-and-organisations/gst-excise-and-indirect-taxes/gst/in-detail/your-industry/property/gst-and-the-margin-scheme/calculating-the-gst-payable
Q038,D,"$25,000",25000.0,AUD,"Margin = sale price - purchase price = 935,000 - 660,000 = 275,000 → Under the margin scheme, GST = one eleventh of the margin → GST = 275,000 / 11 = 25,000","{""$27,500"": ""Took 10% of the GST-inclusive margin instead of 1/11"", ""$85,000"": ""Applied 1/11 to the full sale price instead of the margin (ignored the margin scheme)"", ""$12,500"": ""Halved the GST as if a CGT-style 50% discount applied"", ""$25,000"": ""Correct answer""}","{""formula"": ""(sale_price - purchase_price) / 11"", ""params"": {""sale_price"": 935000, ""purchase_price"": 660000}, ""expected"": 25000.0}","[""A New Tax System (Goods and Services Tax) Act 1999 s 75-5"", ""GST Act s 75-10""]",https://www.ato.gov.au/businesses-and-organisations/gst-excise-and-indirect-taxes/gst/in-detail/your-industry/property/gst-and-the-margin-scheme/calculating-the-gst-payable
Q039,D,"-$8,200.00",-8200.0,AUD,"Apportion general expenses to the 45 weeks available for rent: (45 / 52) x 42,900 = 37,125 → Add the fully deductible agent commission and advertising: 37,125 + 2,275 = 39,400 total deductions → Rental loss = rent 31,200 - deductions 39,400 = -8,200","{""-$7,893.75"": ""Apportioned the agent commission/advertising too, instead of claiming it in full"", ""$23,150.00"": ""Apportioned using the 4 private-use weeks instead of the 48 weeks available for rent"", ""-$13,975.00"": ""Deducted the full year of expenses without apportioning for the 4 weeks of private use"", ""-$8,200.00"": ""Correct answer""}","{""formula"": ""rent_received - ((weeks_available / weeks_in_year) * apportionable_expenses + agent_costs)"", ""params"": {""rent_received"": 31200, ""apportionable_expenses"": 42900, ""weeks_available"": 45, ""weeks_in_year"": 52, ""agent_costs"": 2275}, ""expected"": -8200.0}","[""ITAA 1997 s 8-1"", ""IT 2167""]",https://www.ato.gov.au/forms-and-instructions/rental-properties-2025/rental-expenses
Q040,A,"$30,000",30000.0,AUD,"Subtract the prior-year net capital loss first: 80,000 - 14,000 = 66,000 → Subtract the current-year capital loss: 66,000 - 6,000 = 60,000 → Apply the 50% CGT discount to the remaining gain: 60,000 x 0.5 = 30,000","{""$30,000"": ""Correct answer"", ""$37,000"": ""Subtracted only the current-year loss and ignored the carried-forward prior-year loss"", ""$20,000"": ""Trap: applied the 50% discount before subtracting the losses (wrong order)"", ""$60,000"": ""Subtracted both losses but forgot to apply the 50% discount""}","{""formula"": ""(property_gain - prior_loss - current_loss) * discount_rate"", ""params"": {""property_gain"": 80000, ""current_loss"": 6000, ""prior_loss"": 14000, ""discount_rate"": 0.5}, ""expected"": 30000.0}","[""ITAA 1997 s 102-5"", ""ITAA 1997 s 102-15"", ""ITAA 1997 s 115-100""]",https://www.ato.gov.au/individuals-and-families/investments-and-assets/capital-gains-tax/calculating-your-cgt/how-to-calculate-your-cgt
Q041,B,"$7,200",7200.0,AUD,"Employer SG = OTE × 12% = 90,000 × 0.12 = 10,800 → Salary-sacrifice contributions = 12,000 (these are concessional and count towards the cap) → Total concessional contributions used = 10,800 + 12,000 = 22,800 → Headroom = concessional cap − contributions used = 30,000 − 22,800 = 7,200","{""$7,650"": ""Used the 2024-25 SG rate of 11.5% instead of the 2025-26 rate of 12%"", ""$7,200"": ""Correct answer"", ""$18,000"": ""Counted only the salary sacrifice against the cap and ignored the employer SG (which is also concessional)"", ""$19,200"": ""Counted only the employer SG and ignored the $12,000 salary-sacrifice amount""}","{""formula"": ""cc_cap - (ote*sg_rate + salary_sacrifice)"", ""params"": {""ote"": 90000, ""sg_rate"": 0.12, ""salary_sacrifice"": 12000, ""cc_cap"": 30000, ""old_sg_rate"": 0.115}, ""expected"": 7200.0}","[""ITAA 1997 s 291-20"", ""Superannuation Guarantee (Administration) Act 1992 s 19""]",https://www.ato.gov.au/individuals-and-families/super-for-individuals-and-families/super/growing-and-keeping-track-of-your-super/how-to-save-more-in-your-super/salary-sacrificing-super
Q042,C,$60.20,60.2,AUD,"Cost is $301, which is MORE than $300, so no immediate deduction is available → Diminishing value rate = 200% / 10 years = 20% → Decline in value = 301 x (365/365) x (2.0/10) = 60.20","{""$30.10"": ""Used the prime cost 100% rate instead of the diminishing value 200% rate"", ""$45.15"": ""Used the old 150% diminishing value rate (for assets first held before 10 May 2006) instead of the 200% rate"", ""$60.20"": ""Correct answer"", ""$301.00"": ""Trap: claimed the full $301 as an immediate deduction, but at $301 the asset is over the $300 threshold and must be depreciated""}","{""formula"": ""cost * (days_held / days_year) * (dv_factor / effective_life)"", ""params"": {""cost"": 301, ""days_held"": 365, ""days_year"": 365, ""effective_life"": 10, ""dv_factor"": 2.0}, ""expected"": 60.2}","[""ITAA 1997 s 40-80(2)"", ""ITAA 1997 s 40-25"", ""ITAA 1997 s 40-70""]",https://www.ato.gov.au/individuals-and-families/investments-and-assets/property-and-land/residential-rental-properties/rental-expenses/depreciating-assets-in-rental-properties
Q043,A,$427.80,427.8,AUD,"Kept taxable income within the 2024-25 single shade-in band ($27,222 lower to $34,027 upper threshold) → In the shade-in range the levy = 10c for each $1 of taxable income over the lower threshold → Reduced Medicare levy = (31,500 - 27,222) x 0.10 = 4,278 x 0.10 = 427.80","{""$427.80"": ""Correct answer"", ""$85.56"": ""Applied the 2% rate to the excess over the threshold instead of the 10% shade-in rate"", ""$630.00"": ""Charged the full 2% Medicare levy and ignored the low-income reduction"", ""$3,150.00"": ""Applied the 10% shade-in rate to the whole taxable income instead of only the amount over the lower threshold""}","{""formula"": ""(taxable_income - lower_threshold) * shade_in_rate"", ""params"": {""taxable_income"": 31500, ""lower_threshold"": 27222, ""shade_in_rate"": 0.1, ""full_rate"": 0.02}, ""expected"": 427.8}","[""Medicare Levy Act 1986 s 7"", ""Medicare Levy Act 1986 s 8""]",https://www.ato.gov.au/individuals-and-families/medicare-and-private-health-insurance/medicare-levy/medicare-levy-reduction/medicare-levy-reduction-for-low-income-earners
Q044,D,"$7,500",7500.0,AUD,"Quarterly earnings = $78,000, which (like the base example) exceeds the maximum contribution base, so SG is capped at the MCB of $62,500 → Use the lesser of earnings and the MCB = $62,500 (MCB kept fixed from the base example) → SG = 62,500 x 12% = $7,500 (no SG is payable on OTE above $62,500)","{""$9,360"": ""Applied SG to the full $78,000, ignoring the maximum contribution base cap"", ""$62,500"": ""Reported the MCB amount itself instead of 12% SG on it"", ""$1,860"": ""Applied SG only to the earnings above the MCB"", ""$7,500"": ""Correct answer""}","{""formula"": ""min(earnings, mcb) * sg_rate"", ""params"": {""earnings"": 78000, ""mcb"": 62500, ""sg_rate"": 0.12}, ""expected"": 7500.0}","[""Superannuation Guarantee (Administration) Act 1992 s 15"", ""Superannuation Guarantee (Administration) Act 1992 s 19""]",https://www.ato.gov.au/businesses-and-organisations/super-for-employers/paying-super-contributions/how-much-super-to-pay
Q045,B,"$1,200",1200.0,AUD,"The $8,000 to rectify defects existing at purchase are INITIAL repairs – capital in nature, not an immediate repair deduction → The $1,200 to fix the hot-water system after wear and tear during the rental period IS an immediately deductible repair → Immediate repairs deduction = 1,200 (the $8,000 is claimed as capital works at 2.5% per year instead)","{""$1,400"": ""Added the first-year 2.5% capital works deduction on the initial repairs to the genuine repair instead of treating them separately"", ""$1,200"": ""Correct answer"", ""$8,000"": ""Claimed only the capital initial repairs as an immediate deduction and missed the genuine $1,200 repair"", ""$9,200"": ""Trap: claimed both amounts as immediate repairs, but the $8,000 initial repairs are capital and not deductible as a repair""}","{""formula"": ""ordinary_repair"", ""params"": {""initial_repairs"": 8000, ""ordinary_repair"": 1200, ""capital_works_rate"": 0.025}, ""expected"": 1200.0}","[""ITAA 1997 s 25-10"", ""ITAA 1997 s 25-10(3)"", ""ITAA 1997 Div 43""]",https://www.ato.gov.au/individuals-and-families/investments-and-assets/property-and-land/residential-rental-properties/rental-expenses/repair-and-maintenance-expenses
Q046,A,"$2,195",2195.0,AUD,"Step 1: tax payable on actual taxable income $29,000 (incl Medicare levy) = 2,632.00 → Step 2: tax payable disregarding foreign income, on taxable income $20,500 (no Medicare levy) = 437.00 → Step 3: offset limit = Step 1 - Step 2 = 2,632.00 - 437.00 = 2,195.00 → Although Yuki paid $3,200 foreign tax, her offset is limited to $2,195.00","{""$2,195"": ""Correct answer"", ""$3,200"": ""Claimed the full $3,200 foreign tax paid without applying the offset limit"", ""$3,069"": ""Added Step 1 and Step 2 instead of subtracting, then capped at foreign tax paid"", ""$2,632"": ""Used only the Step 1 tax figure as the limit, forgetting to subtract Step 2""}","{""formula"": ""step1_tax - step2_tax"", ""params"": {""step1_tax"": 2632.0, ""step2_tax"": 437.0, ""foreign_tax_paid"": 3200}, ""expected"": 2195.0}","[""ITAA 1997 s 770-10"", ""ITAA 1997 s 770-75""]",https://www.ato.gov.au/forms-and-instructions/foreign-income-tax-offset-rules-guide-2024/calculate-your-fito-or-offset-limit
Q047,A,"$9,375.00",9375.0,AUD,"Business-use percentage = 9,750 ÷ 13,000 × 100 = 75% → Deduction = total car expenses × business-use percentage → = 12,500 × 75% = 9,375","{""$9,375.00"": ""Correct answer"", ""$16,666.67"": ""Inverted the ratio (total ÷ business instead of business ÷ total)"", ""$12,500.00"": ""Claimed all car expenses without apportioning by the business-use percentage"", ""$12,499.25"": ""Subtracted the business-use fraction from the expenses instead of multiplying""}","{""formula"": ""total_expenses * (business_km/total_km)"", ""params"": {""total_expenses"": 12500, ""business_km"": 9750, ""total_km"": 13000}, ""expected"": 9375.0}","[""ITAA 1997 s 28-90"", ""ITAA 1997 s 28-100"", ""ITAA 1997 s 8-1""]",https://www.ato.gov.au/businesses-and-organisations/income-deductions-and-concessions/income-and-deductions-for-business/deductions/deductions-for-motor-vehicle-expenses/logbook-method
Q048,C,"$28,245.60",28245.6,AUD,"Gross up the car fringe benefit using the type 1 rate: 28,000 x 2.0802 = 58,245.60 → The grossed-up amount exceeds the public benevolent institution capping threshold of 30,000 → Aggregate non-exempt amount = grossed-up amount - cap = 58,245.60 - 30,000 = 28,245.60","{""$58,245.60"": ""Forgot to subtract the $30,000 capping threshold"", ""$22,830.40"": ""Used the type 2 gross-up rate 1.8868 instead of the type 1 rate 2.0802"", ""$28,245.60"": ""Correct answer"", ""-$2,000.00"": ""Subtracted the cap from the ungrossed-up taxable value instead of grossing up first""}","{""formula"": ""car_value * type1_rate - exemption_cap"", ""params"": {""car_value"": 28000, ""type1_rate"": 2.0802, ""exemption_cap"": 30000}, ""expected"": 28245.6}","[""FBTAA 1986 s 5B(1E)"", ""FBTAA 1986 s 57A"", ""FBTAA 1986 s 65J""]",https://www.ato.gov.au/forms-and-instructions/fringe-benefits-tax-return-2024-instructions/worked-examples-not-for-profit-employers-completing-your-fbt-return
Q049,D,$143,143.0,AUD,Only the 204 hours from 1 March to 30 June 2025 have a contemporaneous record and are claimable; the 315 estimated hours are not accepted → Deduction = 204 × $0.70 = $142.80 → Cents are disregarded: deduction = $143,"{""$220"": ""Used only the estimated-hours period instead of the recorded hours"", ""$363"": ""Included the 315 estimated hours that have no contemporaneous record"", ""$137"": ""Used the prior-year 67 cents rate instead of the 2024-25 rate of 70 cents"", ""$143"": ""Correct answer""}","{""formula"": ""round(eligible_hours * rate)"", ""params"": {""eligible_hours"": 204, ""estimated_hours"": 315, ""rate"": 0.7}, ""expected"": 143.0}","[""ITAA 1997 s 8-1"", ""PCG 2023/1""]",https://www.ato.gov.au/individuals-and-families/income-deductions-offsets-and-records/deductions-you-can-claim/work-related-deductions/working-from-home-expenses/fixed-rate-method
Q050,A,"$60,000.00",60000.0,AUD,"Margin = sale price - approved valuation on the date Bruno purchased = 1,045,000 - 385,000 = 660,000 → Under the margin scheme, GST = one eleventh of the margin → GST = 660,000 / 11 = 60,000","{""$60,000.00"": ""Correct answer"", ""$62,272.73"": ""Used the $360,000 actual purchase price instead of the $385,000 approved valuation for the margin"", ""$95,000.00"": ""Applied 1/11 to the full sale price instead of the margin"", ""$66,000.00"": ""Took 10% of the GST-inclusive margin instead of 1/11""}","{""formula"": ""(sale_price - approved_valuation) / 11"", ""params"": {""sale_price"": 1045000, ""approved_valuation"": 385000, ""actual_purchase_price"": 360000}, ""expected"": 60000.0}","[""GST Act s 75-10"", ""GST Act s 75-11""]",https://www.ato.gov.au/businesses-and-organisations/gst-excise-and-indirect-taxes/gst/in-detail/your-industry/property/gst-and-the-margin-scheme/calculating-the-gst-payable
Q051,B,"$10,377.40",10377.4,AUD,"Total taxable value of the reportable fringe benefits = 4,200 + 1,300 = 5,500 → Reportable fringe benefits are always grossed up at the Type 2 (lower) gross-up rate of 1.8868, regardless of whether the benefits are Type 1 or Type 2 → RFBA = 5,500 x 1.8868 = 10,377.40, reported as 10,377","{""$5,500.00"": ""Reported the total taxable value without grossing it up"", ""$10,377.40"": ""Correct answer"", ""$4,877.38"": ""Applied the 47% FBT rate to the grossed-up amount instead of reporting the RFBA"", ""$11,441.10"": ""Used the Type 1 (higher) gross-up rate of 2.0802 instead of the Type 2 rate""}","{""formula"": ""(car_tv + housing_tv) * type2_gross_up"", ""params"": {""car_tv"": 4200, ""housing_tv"": 1300, ""type2_gross_up"": 1.8868}, ""expected"": 10377.4}","[""FBTAA 1986 s 135P"", ""ITAA 1997 s 6-1""]",https://www.ato.gov.au/individuals-and-families/jobs-and-employment-types/working-as-an-employee/reportable-fringe-benefits-for-employees/consequences-of-having-a-reportable-fringe-benefits-amount
Q052,B,"$22,207.00",22207.0,AUD,"Kept taxable income within the 2023-24 $45,001-$120,000 bracket ($5,092 plus 32.5c for each $1 over $45,000) → Tax on income = 5,092 + (92,000 - 45,000) x 0.325 = 5,092 + 15,275 = 20,367 → Medicare levy = 92,000 x 0.02 = 1,840 → Income tax payable incl Medicare levy = 20,367 + 1,840 = 22,207","{""$20,367.00"": ""Forgot to add the 2% Medicare levy"", ""$22,207.00"": ""Correct answer"", ""$20,367.02"": ""Added a flat 0.02 instead of 2% of taxable income for the Medicare levy"", ""$31,740.00"": ""Applied the 32.5% marginal rate to the whole income instead of only the amount over $45,000 (and dropped the base)""}","{""formula"": ""base + (taxable_income - threshold) * marginal_rate + taxable_income * medicare_rate"", ""params"": {""taxable_income"": 92000, ""base"": 5092, ""threshold"": 45000, ""marginal_rate"": 0.325, ""medicare_rate"": 0.02}, ""expected"": 22207.0}","[""ITAA 1997 s 4-10"", ""Income Tax Rates Act 1986 Sch 7"", ""Medicare Levy Act 1986 s 6""]",https://www.ato.gov.au/forms-and-instructions/foreign-income-tax-offset-rules-guide-2024/calculate-your-fito-or-offset-limit
Q053,A,"$13,420",13420.0,AUD,"Total interest for year 1 = 264,000 x 6.10% = 16,104 → Deductible portion = total interest x (rental property loan / total borrowings) → = 16,104 x (220,000 / 264,000) = 13,420","{""$13,420"": ""Correct answer"", ""$16,104"": ""Claimed interest on the whole $209,000 loan, ignoring the private car portion"", ""$6,710"": ""Halved the deductible interest (confused the total deduction with one owner's 50% share)"", ""$2,684"": ""Apportioned using the private ($39,000) portion instead of the rental ($170,000) portion""}","{""formula"": ""total_loan * interest_rate * (rental_loan / total_loan)"", ""params"": {""total_loan"": 264000, ""rental_loan"": 220000, ""interest_rate"": 0.061}, ""expected"": 13420.0}","[""ITAA 1997 s 8-1"", ""TR 2000/2""]",https://www.ato.gov.au/forms-and-instructions/rental-properties-2025/rental-expenses
Q054,D,"$31,203.00",31203.0,AUD,"Total taxable value of type 1 fringe benefits = 13,500 (car) + 1,500 (meal expense) = 15,000 → Multiply by the higher (type 1) gross-up rate of 2.0802 → 15,000 x 2.0802 = 31,203.00","{""$15,000.00"": ""Forgot to apply the gross-up rate"", ""$28,082.70"": ""Omitted the $1,500 GST-creditable meal expense fringe benefit"", ""$28,302.00"": ""Used the type 2 gross-up rate 1.8868 instead of the type 1 rate 2.0802"", ""$31,203.00"": ""Correct answer""}","{""formula"": ""(car_value + meal_expense) * type1_rate"", ""params"": {""car_value"": 13500, ""meal_expense"": 1500, ""type1_rate"": 2.0802, ""type2_rate"": 1.8868}, ""expected"": 31203.0}","[""FBTAA 1986 s 5B"", ""FBTAA 1986 s 136(1)""]",https://www.ato.gov.au/forms-and-instructions/fringe-benefits-tax-return-2026-instructions/fbt-return-2026-calculation-details-for-taxable-employers
Q055,C,"$14,662.98",14662.98,AUD,"Amount of loan not repaid by end of previous (2014) income year P = 82,000 → 2015 benchmark interest rate I = 5.95% (0.0595); remaining term T = 7 years → Step 1: P x I = 82,000 x 0.0595 = 4,879.00 → Step 2: 1 / (1 + I) = 1 / 1.0595 = 0.943841435 → Step 3: 0.943841435 ^ 7 = 0.667257208 → Step 4: 1 - 0.667257208 = 0.332742732 → Step 5: 4,879.00 / 0.332742732 = 14,663 (rounded to nearest dollar)","{""$11,714.29"": ""Used straight-line principal repayment (loan / term) and ignored interest entirely"", ""$16,649.55"": ""Used remaining term of 6 years instead of 7"", ""$14,662.98"": ""Correct answer"", ""$4,879.00"": ""Charged only one year's benchmark interest instead of amortising the loan over the remaining term""}","{""formula"": ""(P * I) / (1 - (1 / (1 + I)) ** T)"", ""params"": {""P"": 82000, ""I"": 0.0595, ""T"": 7}, ""expected"": 14662.98}","[""ITAA 1936 s 109E"", ""ITAA 1936 s 109N""]",https://www.ato.gov.au/businesses-and-organisations/corporate-tax-measures-and-assurance/private-company-benefits-division-7a-dividends/in-detail/division-7a-loans
Q056,B,"$71,766.90",71766.9,AUD,"Total car fringe benefits = 18,000 (Tobias) + 16,500 (Ingrid) = 34,500 → Car fringe benefits are type 1 benefits (GST credit available), so use the higher gross-up rate 2.0802 → 34,500 x 2.0802 = 71,766.90","{""$33,730.44"": ""Applied the 47% FBT rate to the aggregate amount instead of reporting the grossed-up aggregate"", ""$71,766.90"": ""Correct answer"", ""$34,500.00"": ""Forgot to apply the gross-up rate"", ""$65,094.60"": ""Used the type 2 gross-up rate 1.8868 instead of the type 1 rate 2.0802""}","{""formula"": ""(mark_car + sam_car) * type1_rate"", ""params"": {""mark_car"": 18000, ""sam_car"": 16500, ""type1_rate"": 2.0802, ""type2_rate"": 1.8868}, ""expected"": 71766.9}","[""FBTAA 1986 s 5B"", ""FBTAA 1986 s 65J""]",https://www.ato.gov.au/forms-and-instructions/fringe-benefits-tax-return-2024-instructions/worked-examples-not-for-profit-employers-completing-your-fbt-return
Q057,A,$110.27,110.27,AUD,"Prime cost formula: cost x (days held / 365) x (100% / effective life) → Rate = 100% / 8 years = 12.5% → Decline in value = 3,500 x (92 / 365) x 12.5% = 110.27, rounded to 110","{""$110.27"": ""Correct answer"", ""$437.50"": ""Claimed a full year's deduction, ignoring the 92-day part-year apportionment"", ""$220.55"": ""Applied the diminishing value 200% rate instead of the prime cost 100% rate"", ""$882.19"": ""Apportioned by days but forgot to apply the 1/effective-life rate""}","{""formula"": ""cost * (days_held / days_year) * (1 / effective_life)"", ""params"": {""cost"": 3500, ""days_held"": 92, ""days_year"": 365, ""effective_life"": 8, ""dv_factor"": 2.0}, ""expected"": 110.27}","[""ITAA 1997 s 40-25"", ""ITAA 1997 s 40-75""]",https://www.ato.gov.au/businesses-and-organisations/income-deductions-and-concessions/depreciation-and-capital-expenses-and-allowances/general-depreciation-rules-capital-allowances/prime-cost-straight-line-and-diminishing-value-methods
