id,topic,subtopic,tax_type,year_of_income,difficulty,legal_references,source_url,question,choice_A,choice_B,choice_C,choice_D,answer_label,correct_answer,numeric_answer,unit,explanation,answer_rationale,python_verifier
Q070,GST,GST credit on equipment – 1/11 of the GST-inclusive cost,GST,2025-26,easy,"[""GST Act s 11-20"", ""GST Act s 11-25"", ""GST Act s 29-10""]",https://www.ato.gov.au/businesses-and-organisations/gst-excise-and-indirect-taxes/gst/claiming-gst-credits/when-you-can-claim-a-gst-credit,"BR Holdings reports GST monthly and accounts for GST on a cash basis. BR Holdings purchases equipment for $9,900 (including GST) and ultimately pays the full amount and holds a valid tax invoice, so it is entitled to the full GST credit on the purchase.

What is the total GST credit BR Holdings can claim on the $9,900 equipment purchase?

A. $900.00
B. $825.00
C. $990.00
D. $81.82",$900.00,$825.00,$990.00,$81.82,A,$900.00,900.0,AUD,"The equipment is a creditable purchase and BR Holdings holds a tax invoice → GST credit = one eleventh of the GST-inclusive purchase price → GST credit = 9,900 / 11 = 900","{""$900.00"": ""Correct answer"", ""$825.00"": ""Divided the price by the wrong divisor (12) instead of 11"", ""$990.00"": ""Took 10% of the GST-inclusive price instead of 1/11"", ""$81.82"": ""Divided by 11 twice""}","{""formula"": ""purchase_price / 11"", ""params"": {""purchase_price"": 9900}, ""expected"": 900.0}"
Q071,Income tests,Rebate income – SAPTO shading-out (each partner of a couple),Income tax – seniors and pensioners tax offset,2024-25,medium,"[""ITAA 1936 s 160AAAA"", ""Income Tax Assessment (1936 Act) Regulation 2015""]",https://www.ato.gov.au/individuals-and-families/income-deductions-offsets-and-records/tax-offsets/seniors-and-pensioners-tax-offset,"Walter and Maureen are a married couple living together. Walter receives an age pension; Maureen has not reached age-pension age and is not eligible. Walter's rebate income is $37,800 (Maureen's is nil), and his determined rebate income is below the couple cut-out threshold, so he is eligible. The couple maximum SAPTO is $1,602 with a shading-out threshold of $30,994, and the offset reduces by 12.5c for each $1 of his actual rebate income over $30,994.

What SAPTO amount is Walter entitled to for 2024-25?

A. -$3,123.00
B. $751.25
C. $1,602.00
D. $1,379.25","-$3,123.00",$751.25,"$1,602.00","$1,379.25",B,$751.25,751.25,AUD,"Walter's rebate income $37,800 is above the $30,994 couple shading-out threshold but below the $43,810 couple cut-out, so it stays within the same shade-out segment as the base example → Walter's actual rebate income above the couple shading-out threshold = 37,800 - 30,994 = 6,806 → Reduction = 6,806 x 0.125 = 850.75 → SAPTO = 1,602 - 850.75 = 751.25","{""-$3,123.00"": ""Reduced by 12.5% of total rebate income instead of only the amount over the shading-out threshold"", ""$751.25"": ""Correct answer"", ""$1,602.00"": ""Ignored the shading-out reduction and claimed the full couple maximum $1,602"", ""$1,379.25"": ""Used the single maximum $2,230 instead of the couple rate $1,602""}","{""formula"": ""max_offset - (rebate_income - shade_threshold) * reduction_rate"", ""params"": {""rebate_income"": 37800, ""max_offset"": 1602, ""shade_threshold"": 30994, ""reduction_rate"": 0.125, ""single_max"": 2230}, ""expected"": 751.25}"
Q072,Company tax,Company tax rate – NOT a base rate entity (passive income over 80%),Income tax (company),2024-25,hard,"[""ITRA 1986 s 23"", ""ITAA 1997 s 23AA"", ""ITAA 1997 s 23AB""]",https://www.ato.gov.au/tax-rates-and-codes/company-tax-rate-changes,"Sterling Holdings Pty Ltd has aggregated turnover of $4 million for the 2024-25 income year, which is under the $50 million threshold. Its assessable income is $200,000, of which 90% is base rate entity passive income (rent, interest and unfranked dividends). Its taxable income is also $200,000.

What is Sterling Holdings Pty Ltd's company income tax payable for 2024-25?

A. $60,000
B. $10,000
C. $55,000
D. $50,000","$60,000","$10,000","$55,000","$50,000",A,"$60,000",60000.0,AUD,"Aggregated turnover is under $50m, but the company is a base rate entity only if 80% or less of assessable income is base rate entity passive income → Here 90% of assessable income is passive income, which is more than 80%, so the company is NOT a base rate entity → The full 30% company tax rate applies: $200,000 x 30% = $60,000","{""$60,000"": ""Correct answer"", ""$10,000"": ""Applied only the 5% rate differential instead of the full 30% rate"", ""$55,000"": ""Used the superseded 27.5% base rate entity rate from an earlier income year"", ""$50,000"": ""Applied the 25% base rate entity rate, ignoring that passive income over 80% disqualifies the company""}","{""formula"": ""taxable_income * rate_full"", ""params"": {""taxable_income"": 200000, ""rate_full"": 0.3, ""rate_bre"": 0.25, ""rate_old"": 0.275}, ""expected"": 60000.0}"
Q073,Depreciation,Diminishing value method – first year,"Income tax (capital allowances, Div 40)",2024-25,easy,"[""ITAA 1997 s 40-25"", ""ITAA 1997 s 40-70"", ""ITAA 1997 s 40-72""]",https://www.ato.gov.au/businesses-and-organisations/income-deductions-and-concessions/depreciation-and-capital-expenses-and-allowances/general-depreciation-rules-capital-allowances/prime-cost-straight-line-and-diminishing-value-methods,"A survey instrument cost $50,000 and has an effective life of 4 years. It was first held on the first day of the income year (held all 365 days) and is used wholly for a taxable purpose by Coastline Surveys. The asset was started to be held after 10 May 2006, so the 200% diminishing value rate applies. In the first year the base value equals the cost of $50,000.

What is the decline in value for the first year under the diminishing value method?

A. $18,750
B. $25,000
C. $6,250
D. $12,500","$18,750","$25,000","$6,250","$12,500",B,"$25,000",25000.0,AUD,"Diminishing value formula: base value x (days held / 365) x (200% / effective life) → Rate = 200% / 4 years = 50% → Decline in value = 50,000 x (365 / 365) x 50% = 25,000","{""$18,750"": ""Used the old 150% diminishing value rate (for assets held before 10 May 2006)"", ""$25,000"": ""Correct answer"", ""$6,250"": ""Divided by the effective life twice"", ""$12,500"": ""Used the prime cost 100% rate instead of the diminishing value 200% rate""}","{""formula"": ""base_value * (days_held / days_year) * (dv_factor / effective_life)"", ""params"": {""base_value"": 50000, ""days_held"": 365, ""days_year"": 365, ""effective_life"": 4, ""dv_factor"": 2.0, ""pc_factor"": 1.0}, ""expected"": 25000.0}"
Q074,Employment,ETP – tax on the redundancy amount above the tax-free limit (30% rate + 2% Medicare),Income tax (employment termination),2023-24,hard,"[""ITAA 1997 s 82-10"", ""ITAA 1997 s 83-170"", ""ITAA 1997 s 83-175"", ""Medicare Levy Act 1986 s 6""]",https://www.ato.gov.au/individuals-and-families/jobs-and-employment-types/working-as-an-employee/leaving-your-job/how-etp-components-are-taxed,"Bianca is made genuinely redundant in 2023-24 after 9 completed years of service and is below her preservation age. The genuine redundancy part of her payment is $120,000. For 2023-24 the tax-free limit is the base amount $11,985 plus the service amount $5,994 for each completed year of service. The part above the tax-free limit is the taxable component of her ETP; as it is well under the ETP cap ($235,000 for 2023-24), a person below preservation age is taxed on it at 30% plus the 2% Medicare levy (a combined 32%).

How much tax (including the 2% Medicare levy) applies to the part of Bianca's genuine redundancy payment that is above the tax-free limit?

A. $17,302.08
B. $38,400.00
C. $16,220.70
D. $32,646.72","$17,302.08","$38,400.00","$16,220.70","$32,646.72",A,"$17,302.08",17302.08,AUD,"Tax-free limit = base + (service × years) = 11,985 + (5,994 × 9) = 11,985 + 53,946 = 65,931 → Taxable ETP component = genuine redundancy part − tax-free limit = 120,000 − 65,931 = 54,069 → As it is under the ETP cap and Bianca is below preservation age, tax = 30% + 2% Medicare = 32% → Tax = 54,069 × 0.32 = 17,302.08","{""$17,302.08"": ""Correct answer"", ""$38,400.00"": ""Taxed the whole $120,000 redundancy payment at 32%, ignoring the tax-free limit"", ""$16,220.70"": ""Applied only the 30% ETP rate and forgot the 2% Medicare levy"", ""$32,646.72"": ""Used only one year's service amount instead of multiplying by the 9 completed years""}","{""formula"": ""(genuine_part - (base + service*years)) * (etp_rate + medicare_rate)"", ""params"": {""genuine_part"": 120000, ""base"": 11985, ""service"": 5994, ""years"": 9, ""etp_rate"": 0.3, ""medicare_rate"": 0.02}, ""expected"": 17302.08}"
Q075,CGT,CGT discount method – land,Income tax (CGT),2024-25,easy,"[""ITAA 1997 s 104-10"", ""ITAA 1997 s 115-25"", ""ITAA 1997 s 115-100""]",https://www.ato.gov.au/individuals-and-families/investments-and-assets/capital-gains-tax/calculating-your-cgt/how-to-calculate-your-cgt,"Priya, an Australian resident, buys a vacant block of land. She owns it for 22 months and sells it, making a profit (capital gain before discount) of $24,000. She has no capital losses.

What capital gain will Priya declare in her tax return after applying the CGT discount?

A. $6,000
B. $12,000
C. $48,000
D. $24,000","$6,000","$12,000","$48,000","$24,000",B,"$12,000",12000.0,AUD,"Capital gain before discount = 24,000 → Priya owned the land for at least 12 months as an Australian resident, so she is entitled to the 50% CGT discount → Apply 50% CGT discount: 24,000 x 0.5 = 12,000","{""$6,000"": ""Applied the 50% discount twice (halved the already-discounted gain)"", ""$12,000"": ""Correct answer"", ""$48,000"": ""Divided by 0.5 instead of multiplying, doubling the gain"", ""$24,000"": ""Forgot to apply the 50% CGT discount and declared the full gain""}","{""formula"": ""gain * discount_rate"", ""params"": {""gain"": 24000, ""discount_rate"": 0.5}, ""expected"": 12000.0}"
Q076,Superannuation,Division 293 – tax on the lesser of excess over threshold and contributions,Income tax (Division 293),2024-25,hard,"[""ITAA 1997 s 293-15"", ""ITAA 1997 s 293-20"", ""ITAA 1997 s 293-25""]",https://www.ato.gov.au/tax-rates-and-codes/key-superannuation-rates-and-thresholds/division-293-tax,"Raj has taxable income (income for surcharge purposes) of $280,000 for 2024-25 and $25,000 of concessional (low-tax) contributions, giving Division 293 income of $305,000. Division 293 tax is 15%, charged on the LESSER of (a) the amount of Division 293 income over the $250,000 threshold and (b) the low-tax contributions. Here the excess is $55,000 but the contributions are only $25,000, so the lesser amount is $25,000.

How much Division 293 tax does Raj pay for 2024-25?

A. $4,500
B. $3,750
C. $8,250
D. $7,500","$4,500","$3,750","$8,250","$7,500",B,"$3,750",3750.0,AUD,"Division 293 income = 280,000 + 25,000 = 305,000. → Excess over threshold = 305,000 - 250,000 = 55,000. → Tax base = lesser of the excess (55,000) and the contributions (25,000) = 25,000. → Division 293 tax = 25,000 x 0.15 = 3,750.","{""$4,500"": ""Computed the excess from taxable income only ($30,000), forgetting to add the contributions when comparing to the threshold"", ""$3,750"": ""Correct answer"", ""$8,250"": ""Charged 15% on the full $55,000 excess instead of the lesser-of $25,000 contributions"", ""$7,500"": ""Applied a 30% rate instead of the 15% Division 293 rate""}","{""formula"": ""min((taxable_income + concessional) - threshold, concessional) * div293_rate"", ""params"": {""taxable_income"": 280000, ""concessional"": 25000, ""threshold"": 250000, ""div293_rate"": 0.15}, ""expected"": 3750.0}"
Q077,FBT,Minor benefits exemption – infrequent benefit under $300,Fringe benefits tax,2024-25,medium,"[""FBTAA 1986 s 58P"", ""FBTAA 1986 s 136(1)""]",https://www.ato.gov.au/businesses-and-organisations/hiring-and-paying-your-workers/fringe-benefits-tax/exemptions-concessions-and-other-ways-to-reduce-fbt/minor-benefits-exemption,"Brightwater Pty Ltd gives one of its employees, Dana, a hamper with a notional taxable value of $275 as a one-off gift after she returns from parental leave. The employer is registered for GST and would be entitled to a GST credit on the hamper. No similar benefits are provided to Dana during the FBT year and it would be unreasonable to treat the hamper as a fringe benefit.

What is the taxable value of the hamper benefit for FBT purposes?

A. $275.00
B. $243.87
C. $0.00
D. $268.87",$275.00,$243.87,$0.00,$268.87,C,$0.00,0.0,AUD,"Notional taxable value of the hamper = $275, which is less than $300 → The benefit is provided once (infrequent and irregular) and it would be unreasonable to treat it as a fringe benefit → The minor benefits exemption (s 58P) applies, so the benefit is exempt and the taxable value is $0","{""$275.00"": ""Used the notional value $275 as the taxable value, missing that the minor benefits exemption makes it $0"", ""$243.87"": ""Treated the exempt minor benefit as taxable and grossed it up at the Type 2 rate then applied 47% FBT"", ""$0.00"": ""Correct answer"", ""$268.87"": ""Treated the exempt benefit as a taxable Type 1 benefit, grossing up at 2.0802 and applying 47% FBT""}","{""formula"": ""0 * notional_value"", ""params"": {""notional_value"": 275, ""gross_up_t1"": 2.0802, ""gross_up_t2"": 1.8868, ""fbt_rate"": 0.47}, ""expected"": 0.0}"
Q078,Superannuation,Carry-forward of unused concessional contributions cap,Superannuation (concessional contributions cap),2021-22,medium,"[""ITAA 1997 s 291-20"", ""ITAA 1997 s 291-25""]",https://www.ato.gov.au/individuals-and-families/super-for-individuals-and-families/super/growing-and-keeping-track-of-your-super/caps-limits-and-tax-on-super-contributions/concessional-contributions-cap,"Diego has contributed less than his concessional contributions cap for several years and has accumulated $52,000 of unused concessional cap carried forward into 2021-22 (from 2018-19 to 2020-21). At 30 June 2021 his total super balance is below $500,000, so he is eligible to use his carried-forward amounts. The standard concessional contributions cap for 2021-22 is $27,500.

What is the maximum amount of concessional contributions Diego can make in 2021-22 using his carried-forward unused cap?

A. $41,500
B. $27,500
C. $79,500
D. $82,000","$41,500","$27,500","$79,500","$82,000",C,"$79,500",79500.0,AUD,"Carried-forward unused concessional cap entering 2021-22 = $52,000 → Add the standard 2021-22 concessional contributions cap of $27,500 (cap kept fixed from the base example) → Maximum concessional contributions Diego can make = 52,000 + 27,500 = $79,500","{""$41,500"": ""Subtracted the $38,000 Diego actually contributed, which the cap headroom does not deduct"", ""$27,500"": ""Ignored the carried-forward unused cap and used only the annual cap"", ""$79,500"": ""Correct answer"", ""$82,000"": ""Added the 2024-25 cap of $30,000 instead of the 2021-22 cap of $27,500""}","{""formula"": ""accumulated_unused + annual_cap_2122"", ""params"": {""accumulated_unused"": 52000, ""annual_cap_2122"": 27500, ""annual_cap_2425"": 30000, ""contributed_2122"": 38000}, ""expected"": 79500.0}"
Q079,Rental property,Apportioning expenses where the property is rented for only part of the year (days),Income tax (rental),2024-25,easy,"[""ITAA 1997 s 8-1""]",https://www.ato.gov.au/forms-and-instructions/rental-properties-2025/rental-expenses,"Spencer owns a property in Tasmania. He rents it out from 1 October 2024 to 7 May 2025, a total of 219 days, and lives in it alone for the rest of the year. The council rates are $1,650 per year. He apportions the council rates on a time basis (days rented).

What council rates deduction can Spencer claim against his rental income?

A. $1,650.00
B. $987.30
C. $990.00
D. $660.00","$1,650.00",$987.30,$990.00,$660.00,C,$990.00,990.0,AUD,"Apportion the annual rates by the portion of the year rented: 1,650 x (219 / 365) → = 1,650 x 0.6000 = 990","{""$1,650.00"": ""Claimed the full year of council rates without apportioning for the private-use period"", ""$987.30"": ""Divided by 366 instead of 365"", ""$990.00"": ""Correct answer"", ""$660.00"": ""Apportioned using the private-use days (215) instead of the days rented (150)""}","{""formula"": ""council_rates * days_rented / days_in_year"", ""params"": {""council_rates"": 1650, ""days_rented"": 219, ""days_in_year"": 365}, ""expected"": 990.0}"
Q080,Individual income tax,Low income tax offset (LITO) taper,Income tax offset,2021-22,medium,"[""ITAA 1936 s 159N"", ""ITAA 1997 s 61-570""]",https://www.ato.gov.au/forms-and-instructions/low-and-middle-income-earner-tax-offsets,"Naomi's taxable income is $42,000 for 2021-22. The ATO works out her low income tax offset (LITO) as the maximum offset of $700 minus 5 cents for every dollar of taxable income above $37,500.

What is Naomi's low income tax offset (LITO) amount for 2021-22?

A. $632.50
B. $700.00
C. $475.00
D. -$1,400.00",$632.50,$700.00,$475.00,"-$1,400.00",C,$475.00,475.0,AUD,"Kept taxable income within the 2021-22 LITO 5c taper band ($37,501-$45,000) → LITO = $700 minus 5 cents for every $1 above $37,500 → Income above the taper start = 42,000 - 37,500 = 4,500 → Reduction = 4,500 x 0.05 = 225 → LITO = 700 - 225 = 475","{""$632.50"": ""Used the 1.5c taper rate (which only applies above $45,000) instead of 5c"", ""$700.00"": ""Gave the full $700 LITO without applying the taper above $37,500"", ""$475.00"": ""Correct answer"", ""-$1,400.00"": ""Applied the 5c taper to the whole taxable income instead of only the amount over $37,500""}","{""formula"": ""max_offset - (taxable_income - taper_start) * taper_rate"", ""params"": {""taxable_income"": 42000, ""max_offset"": 700, ""taper_start"": 37500, ""taper_rate"": 0.05}, ""expected"": 475.0}"
Q081,CGT,Capital loss is never discounted – loss applied at full value,Income tax (CGT),2024-25,medium,"[""ITAA 1997 s 102-10"", ""ITAA 1997 s 110-55"", ""ITAA 1997 s 115-100""]",https://www.ato.gov.au/individuals-and-families/investments-and-assets/capital-gains-tax/calculating-your-cgt/how-to-calculate-your-cgt,"In the 2024-25 income year Tom has two CGT events. He makes a $12,000 capital gain on shares he held for 3 years (eligible for the 50% discount). He also sells a rental property he held for 6 years for less than its reduced cost base, making a capital LOSS of $9,000. The 50% CGT discount applies only to capital gains, never to capital losses; capital losses are applied at their full value against gains BEFORE the discount.

What is Tom's net capital gain for 2024-25 after applying the capital loss and the CGT discount?

A. $3,750
B. $3,000
C. $1,500
D. -$3,000","$3,750","$3,000","$1,500","-$3,000",C,"$1,500",1500.0,AUD,"Capital loss is applied at its FULL value (losses are never discounted): loss = 9,000 → Subtract the loss from the gain before any discount: 12,000 - 9,000 = 3,000 → Apply the 50% CGT discount to the remaining eligible gain: 3,000 x 0.5 = 1,500","{""$3,750"": ""Trap: wrongly discounted the capital loss by 50% before offsetting it"", ""$3,000"": ""Offset the loss but forgot to apply the 50% discount to the remaining gain"", ""$1,500"": ""Correct answer"", ""-$3,000"": ""Applied the discount to the gain before subtracting the loss (wrong order)""}","{""formula"": ""(share_gain - property_loss) * discount_rate"", ""params"": {""share_gain"": 12000, ""property_loss"": 9000, ""discount_rate"": 0.5}, ""expected"": 1500.0}"
Q082,Division 7A & Company Tax,Over-franking tax on an over-franked distribution,Income tax (imputation),2017-18,medium,"[""ITAA 1997 s 203-50""]",https://www.ato.gov.au/businesses-and-organisations/corporate-tax-measures-and-assurance/imputation/in-detail/how-to-calculate-over-franking-tax-and-under-franking-debit,"Re Pty Ltd has a 30% corporate tax rate for imputation purposes (gross-up rate 2.33333) and a benchmark franking percentage of 50%. On 31 January 2018 it makes a frankable distribution of $12,500 franked to 70%, which exceeds its 50% benchmark, so it over-franks. The over-franking tax = frankable distribution x franking % differential / gross-up rate, where the differential is 20% (70% actual less 50% benchmark).

How much over-franking tax does Re Pty Ltd incur on the distribution?

A. $948.26
B. $1,071.43
C. $2,500.00
D. $3,750.01",$948.26,"$1,071.43","$2,500.00","$3,750.01",B,"$1,071.43",1071.43,AUD,"Frankable distribution = 12,500; franked to 70%; benchmark = 50% → Franking percentage differential = 70% - 50% = 20% → Gross-up rate (30% rate) = 2.33333 → Over-franking tax = 12,500 x 20% / 2.33333 = 1,071.43","{""$948.26"": ""Used the 27.5% gross-up rate (2.6364) instead of the 30% rate (2.33333)"", ""$1,071.43"": ""Correct answer"", ""$2,500.00"": ""Multiplied the distribution by the 20% differential but forgot to divide by the gross-up rate"", ""$3,750.01"": ""Used the full 70% franking percentage instead of the 20% excess over the 50% benchmark""}","{""formula"": ""distribution * franking_differential / gross_up_rate"", ""params"": {""distribution"": 12500, ""franking_differential"": 0.2, ""gross_up_rate"": 2.33333}, ""expected"": 1071.43}"
Q083,Division 7A & Company Tax,Maximum franking credit on a distribution – 30% tax rate,Income tax (imputation),2019-20,medium,"[""ITAA 1997 s 202-60"", ""ITAA 1997 s 995-1""]",https://www.ato.gov.au/businesses-and-organisations/corporate-tax-measures-and-assurance/imputation/paying-dividends-and-other-distributions/allocating-franking-credits,"Ironbark Industries has a prior-year aggregated turnover over $50 million, so it is not a base rate entity and its corporate tax rate for imputation purposes for the 2019-20 income year is 30%. It wants to distribute $250,000 of profit to its shareholders. The maximum franking credit is the frankable distribution multiplied by (1 / applicable gross-up rate), where the gross-up rate = (100% - 30%) / 30% = 2.3333.

What is the maximum franking credit Ironbark Industries can attach to the $250,000 distribution?

A. $94,826.28
B. $75,000.00
C. $583,325.00
D. $107,144.39","$94,826.28","$75,000.00","$583,325.00","$107,144.39",D,"$107,144.39",107144.39,AUD,"Corporate tax rate for imputation purposes = 30% (not a base rate entity) → Applicable gross-up rate = (100% - 30%) / 30% = 2.3333 → Maximum franking credit = 250,000 x (1 / 2.3333) = 107,144.39","{""$94,826.28"": ""Used the 27.5% base-rate-entity gross-up rate (2.6364) instead of the 30% rate (2.3333)"", ""$75,000.00"": ""Multiplied the distribution by the 30% tax rate directly instead of dividing by the gross-up rate"", ""$583,325.00"": ""Multiplied by the gross-up rate instead of by its reciprocal (1 / gross-up rate)"", ""$107,144.39"": ""Correct answer""}","{""formula"": ""distribution * (1 / gross_up_rate)"", ""params"": {""distribution"": 250000, ""gross_up_rate"": 2.3333}, ""expected"": 107144.39}"
Q084,Division 7A,Loan fully repaid before lodgment day – no deemed dividend,Income tax (Division 7A),2024-25,hard,"[""ITAA 1936 s 109D"", ""ITAA 1936 s 109N""]",https://www.ato.gov.au/businesses-and-organisations/corporate-tax-measures-and-assurance/private-company-benefits-division-7a-dividends/in-detail/division-7a-loans,"On 1 September 2024, Marlowe Pty Ltd, a private company, lends $40,000 to its shareholder Priya. Priya repays the entire $40,000 in full on 1 April 2025, which is before the company's lodgment day for the 2024-25 income year (the earlier of the due date for lodgment or the actual lodgment date). There is no written loan agreement. The Division 7A benchmark interest rate for 2024-25 is 8.77%.

What is the amount of the deemed Division 7A dividend to Priya for 2024-25?

A. $43,508
B. $0
C. $40,000
D. $3,508","$43,508",$0,"$40,000","$3,508",B,$0,0.0,AUD,"A private company loan is treated as a deemed dividend only if it is not fully repaid before the company's lodgment day for the year the loan is made → Priya repaid the full $40,000 on 1 April 2025, before the company's lodgment day → Because the loan was fully repaid before lodgment day, there is no deemed dividend: $0","{""$43,508"": ""Treated the loan plus a year of benchmark interest as the deemed dividend"", ""$0"": ""Correct answer"", ""$40,000"": ""Treated the whole $40,000 loan as a deemed dividend, ignoring that it was repaid before lodgment day"", ""$3,508"": ""Calculated notional interest at the benchmark rate as if an interest benefit arose""}","{""formula"": ""0 * loan_amount"", ""params"": {""loan_amount"": 40000, ""benchmark_rate"": 0.0877}, ""expected"": 0.0}"
Q085,Employment,Genuine redundancy – amount over the tax-free limit subject to the ETP cap,Income tax (employment termination),2023-24,medium,"[""ITAA 1997 s 83-170"", ""ITAA 1997 s 82-10"", ""ITAA 1997 s 83-175""]",https://www.ato.gov.au/businesses-and-organisations/hiring-and-paying-your-workers/engaging-a-worker/when-a-worker-leaves-your-business/taxation-of-termination-payments/redundancy-and-early-retirement,"Darren receives a genuine redundancy payment in 2023-24. The genuine redundancy part of his payment is $205,000. His tax-free part is $95,901, based on his 14 years of service (2023-24 base amount $11,985 plus service amount $5,994 per completed year). The amount above the tax-free limit is part of his employment termination payment (ETP) and is subject to the ETP cap.

How much of Darren's $205,000 genuine redundancy payment is in excess of the tax-free limit and therefore part of his ETP (subject to the ETP cap)?

A. $95,901
B. $109,099
C. $121,084
D. $187,021","$95,901","$109,099","$121,084","$187,021",B,"$109,099",109099.0,AUD,"Tax-free limit = base + (service × years) = 11,985 + (5,994 × 14) = 95,901 → Amount in excess of the tax-free limit = genuine redundancy part − tax-free limit → = 205,000 − 95,901 = 109,099 (this ETP amount is taxed concessionally as it is under the ETP cap)","{""$95,901"": ""Reported the tax-free part itself instead of the amount in excess of it"", ""$109,099"": ""Correct answer"", ""$121,084"": ""Omitted the base amount from the tax-free limit before subtracting"", ""$187,021"": ""Subtracted only one year's service amount instead of 14 years when working out the tax-free limit""}","{""formula"": ""genuine_part - (base + service*years)"", ""params"": {""genuine_part"": 205000, ""base"": 11985, ""service"": 5994, ""years"": 14}, ""expected"": 109099.0}"
Q086,Rental property,Renting out part of a property (room plus shared general areas),Income tax (rental),2024-25,medium,"[""ITAA 1997 s 8-1"", ""IT 2167""]",https://www.ato.gov.au/forms-and-instructions/rental-properties-2025/rental-expenses,"Beverley rents out one room in her residence (floor area 25% of the residence) plus equal shared access to the general areas (kitchen, bathroom, laundry, floor area 55% of the residence) for the full 12 months at $300 per week. The annual mortgage interest, building insurance, rates and taxes for the whole property are $16,000. The room expenses are 25% of $16,000; the general-area expenses are 55% of $16,000 apportioned 50% to reflect Beverley's equal shared use.

What is Beverley's net rental income from renting out the room for the year?

A. $2,800
B. $7,200
C. $11,600
D. $9,200","$2,800","$7,200","$11,600","$9,200",B,"$7,200",7200.0,AUD,"Rent = 52 weeks x $300 = 15,600 → Room expenses = 16,000 x 25% = 4,000 → General-area expenses = 16,000 x 55% x 50% = 4,400 → Net rental income = 15,600 - 4,000 - 4,400 = 7,200","{""$2,800"": ""Claimed 100% of the general-area expenses instead of John's 50% shared portion"", ""$7,200"": ""Correct answer"", ""$11,600"": ""Claimed only the room's 20% and ignored the shared general-area expenses entirely"", ""$9,200"": ""Applied the 50% shared factor to the room expenses as well as the general areas""}","{""formula"": ""weeks_rented * rent_per_week - (total_expenses * room_fraction + total_expenses * general_fraction * shared_use)"", ""params"": {""weeks_rented"": 52, ""rent_per_week"": 300, ""total_expenses"": 16000, ""room_fraction"": 0.25, ""general_fraction"": 0.55, ""shared_use"": 0.5}, ""expected"": 7200.0}"
Q087,Study and training loans,Compulsory repayment – 2025-26 marginal 15c band vs old whole-of-income rate,Study and training support loan – compulsory repayment,2025-26,easy,"[""Higher Education Support Act 2003 s 154-1"", ""Higher Education Support Act 2003 s 154-20""]",https://www.ato.gov.au/individuals-and-families/study-and-training-support-loans/study-and-training-loans-what-s-new,"Harriet has a HELP debt and a repayment income of $96,000 in the 2025-26 income year. From 2025-26 the system is marginal: she pays 15% of her repayment income above $67,000. (Before the law change the repayment would have been 3.5% of her total $96,000 repayment income, i.e. $3,360.)

Under the 2025-26 marginal system, what is Harriet's compulsory HELP repayment?

A. $4,350
B. $3,360
C. $14,400
D. $1,015","$4,350","$3,360","$14,400","$1,015",A,"$4,350",4350.0,AUD,"Harriet's repayment income $96,000 is above $67,000 but below $125,000, so it stays within the same 15c marginal band as the base example → Income above the minimum threshold = 96,000 - 67,000 = 29,000 → Compulsory repayment = 29,000 x 15% = 4,350 → (Under the old whole-of-income system it would have been 3.5% x 96,000 = 3,360)","{""$4,350"": ""Correct answer"", ""$3,360"": ""Used the old pre-2025-26 system (3.5% of total repayment income = $3,360)"", ""$14,400"": ""Applied 15% to the whole repayment income instead of only the excess over $67,000"", ""$1,015"": ""Used the marginal base correctly but applied the old 3.5% rate to the excess""}","{""formula"": ""(repayment_income - threshold) * rate"", ""params"": {""repayment_income"": 96000, ""threshold"": 67000, ""rate"": 0.15, ""old_rate"": 0.035}, ""expected"": 4350.0}"
Q088,Division 7A & Company Tax,Franking account closing balance (credits less debits),Income tax (imputation),2013-14,medium,"[""ITAA 1997 s 205-15"", ""ITAA 1997 s 205-30""]",https://www.ato.gov.au/businesses-and-organisations/corporate-tax-measures-and-assurance/imputation/paying-dividends-and-other-distributions/franking-account,"Pinehurst Logistics Pty Ltd's franking account starts at $0. During the 2013-14 year it records franking credits for PAYG instalment payments of $120 (21 Jul 2013), $180 (21 Oct 2013), $240 (21 Jan 2014) and $160 (21 Apr 2014), and a $45 credit for a fully franked dividend received on 27 Jun 2014. It records franking debits of $250 for a tax refund on 1 May 2014 and $400 for a franked distribution to members on 30 June 2014.

What is the franking account balance as at 30 June 2014?

A. $595
B. $895
C. $50
D. $95",$595,$895,$50,$95,D,$95,95.0,AUD,"Total franking credits = 120 + 180 + 240 + 160 (PAYG instalments) + 45 (franked dividend received) = 745 → Total franking debits = 250 (tax refund) + 400 (franked distribution to members) = 650 → Closing balance = 745 - 650 = 95 (account in surplus, so no franking deficit tax)","{""$595"": ""Treated the $250 tax refund as a franking credit instead of a debit"", ""$895"": ""Treated the $400 distribution to members as a franking credit instead of a debit"", ""$50"": ""Omitted the $45 franking credit on the fully franked dividend received"", ""$95"": ""Correct answer""}","{""formula"": ""paygi1 + paygi2 + paygi3 + paygi4 + div_credit - refund_debit - dist_debit"", ""params"": {""paygi1"": 120, ""paygi2"": 180, ""paygi3"": 240, ""paygi4"": 160, ""div_credit"": 45, ""refund_debit"": 250, ""dist_debit"": 400}, ""expected"": 95.0}"
